2023-09-27 19:54:02 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1, nil, 0 us, 8389877, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.7/mdtest_tree.32/file.mdtest.0.324, nil, 0 us, 8390243, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.7/mdtest_tree.32/file.mdtest.0.327, nil, 0 us, 8390244, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/file.mdtest.0.80, nil, 0 us, 8390245, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/file.mdtest.0.83, nil, 0 us, 8390246, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/file.mdtest.0.86, nil, 0 us, 8390247, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39376, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/file.mdtest.0.89, nil, 0 us, 8390248, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39386, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/file.mdtest.0.332, nil, 0 us, 8390249, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/file.mdtest.0.335, nil, 0 us, 8390250, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/file.mdtest.0.338, nil, 0 us, 8390251, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.34/file.mdtest.0.341, nil, 0 us, 8390252, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.34/file.mdtest.0.344, nil, 0 us, 8390253, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.34/file.mdtest.0.347, nil, 0 us, 8390254, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/file.mdtest.0.350, nil, 0 us, 8390255, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/file.mdtest.0.353, nil, 0 us, 8390256, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/file.mdtest.0.356, nil, 0 us, 8390257, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39376, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/file.mdtest.0.359, nil, 0 us, 8390258, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39386, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/file.mdtest.0.362, nil, 0 us, 8390259, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/file.mdtest.0.365, nil, 0 us, 8390260, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/file.mdtest.0.368, nil, 0 us, 8390261, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/file.mdtest.0.21, nil, 0 us, 8390262, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/file.mdtest.0.24, nil, 0 us, 8390263, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/file.mdtest.0.27, nil, 0 us, 8390264, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/file.mdtest.0.90, nil, 0 us, 8390265, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/file.mdtest.0.93, nil, 0 us, 8390266, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/file.mdtest.0.96, nil, 0 us, 8390267, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39376, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/file.mdtest.0.99, nil, 0 us, 8390268, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39386, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/file.mdtest.0.372, nil, 0 us, 8390269, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/file.mdtest.0.375, nil, 0 us, 8390270, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/file.mdtest.0.378, nil, 0 us, 8390271, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.38/file.mdtest.0.381, nil, 0 us, 8390272, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.38/file.mdtest.0.384, nil, 0 us, 8390273, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.38/file.mdtest.0.387, nil, 0 us, 8390274, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.39/file.mdtest.0.390, nil, 0 us, 8390275, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.39/file.mdtest.0.393, nil, 0 us, 8390276, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.39/file.mdtest.0.396, nil, 0 us, 8390277, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39376, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.39/file.mdtest.0.399, nil, 0 us, 8390278, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39386, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.40/file.mdtest.0.402, nil, 0 us, 8390279, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.40/file.mdtest.0.405, nil, 0 us, 8390280, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.40/file.mdtest.0.408, nil, 0 us, 8390281, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/file.mdtest.0.101, nil, 0 us, 8390282, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/file.mdtest.0.104, nil, 0 us, 8390283, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/file.mdtest.0.107, nil, 0 us, 8390284, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.41/file.mdtest.0.410, nil, 0 us, 8390285, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.41/file.mdtest.0.413, nil, 0 us, 8390286, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.41/file.mdtest.0.416, nil, 0 us, 8390287, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39376, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.41/file.mdtest.0.419, nil, 0 us, 8390288, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39386, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.42/file.mdtest.0.422, nil, 0 us, 8390289, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.42/file.mdtest.0.425, nil, 0 us, 8390290, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.42/file.mdtest.0.428, nil, 0 us, 8390291, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.43/file.mdtest.0.431, nil, 0 us, 8390292, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.43/file.mdtest.0.434, nil, 0 us, 8390293, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.43/file.mdtest.0.437, nil, 0 us, 8390294, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.44/file.mdtest.0.440, nil, 0 us, 8390295, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.44/file.mdtest.0.443, nil, 0 us, 8390296, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.44/file.mdtest.0.446, nil, 0 us, 8390297, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39376, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.44/file.mdtest.0.449, nil, 0 us, 8390298, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39386, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/file.mdtest.0.112, nil, 0 us, 8390299, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/file.mdtest.0.115, nil, 0 us, 8390300, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/file.mdtest.0.118, nil, 0 us, 8390301, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.45/file.mdtest.0.451, nil, 0 us, 8390302, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.45/file.mdtest.0.454, nil, 0 us, 8390303, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.45/file.mdtest.0.457, nil, 0 us, 8390304, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.46/file.mdtest.0.460, nil, 0 us, 8390305, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.46/file.mdtest.0.463, nil, 0 us, 8390306, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.46/file.mdtest.0.466, nil, 0 us, 8390307, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39376, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.46/file.mdtest.0.469, nil, 0 us, 8390308, 0
2023-09-27 19:54:08 CST, 172.16.1.101:39386, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.47/file.mdtest.0.472, nil, 0 us, 8390309, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.47/file.mdtest.0.475, nil, 0 us, 8390310, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.47/file.mdtest.0.478, nil, 0 us, 8390311, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.48/file.mdtest.0.481, nil, 0 us, 8390312, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.48/file.mdtest.0.484, nil, 0 us, 8390313, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.48/file.mdtest.0.487, nil, 0 us, 8390314, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/file.mdtest.0.120, nil, 0 us, 8390315, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/file.mdtest.0.123, nil, 0 us, 8390316, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/file.mdtest.0.126, nil, 0 us, 8390317, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39376, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/file.mdtest.0.129, nil, 0 us, 8390318, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39386, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.49/file.mdtest.0.492, nil, 0 us, 8390319, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.49/file.mdtest.0.495, nil, 0 us, 8390320, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.49/file.mdtest.0.498, nil, 0 us, 8390321, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.50/file.mdtest.0.501, nil, 0 us, 8390322, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.50/file.mdtest.0.504, nil, 0 us, 8390323, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.50/file.mdtest.0.507, nil, 0 us, 8390324, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.51/file.mdtest.0.510, nil, 0 us, 8390325, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.51/file.mdtest.0.513, nil, 0 us, 8390326, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.51/file.mdtest.0.516, nil, 0 us, 8390327, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39376, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.51/file.mdtest.0.519, nil, 0 us, 8390328, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39386, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.52/file.mdtest.0.522, nil, 0 us, 8390329, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.52/file.mdtest.0.525, nil, 0 us, 8390330, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.52/file.mdtest.0.528, nil, 0 us, 8390331, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/file.mdtest.0.31, nil, 0 us, 8390332, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/file.mdtest.0.34, nil, 0 us, 8390333, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/file.mdtest.0.37, nil, 0 us, 8390334, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/file.mdtest.0.130, nil, 0 us, 8390335, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/file.mdtest.0.133, nil, 0 us, 8390336, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/file.mdtest.0.136, nil, 0 us, 8390337, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39376, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/file.mdtest.0.139, nil, 0 us, 8390338, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39386, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.53/file.mdtest.0.532, nil, 0 us, 8390339, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.53/file.mdtest.0.535, nil, 0 us, 8390340, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.53/file.mdtest.0.538, nil, 0 us, 8390341, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.54/file.mdtest.0.541, nil, 0 us, 8390342, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.54/file.mdtest.0.544, nil, 0 us, 8390343, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.54/file.mdtest.0.547, nil, 0 us, 8390344, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.55/file.mdtest.0.550, nil, 0 us, 8390345, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.55/file.mdtest.0.553, nil, 0 us, 8390346, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.55/file.mdtest.0.556, nil, 0 us, 8390347, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39376, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.55/file.mdtest.0.559, nil, 0 us, 8390348, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39386, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.56/file.mdtest.0.562, nil, 0 us, 8390349, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.56/file.mdtest.0.565, nil, 0 us, 8390350, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39408, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.56/file.mdtest.0.568, nil, 0 us, 8390351, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.14/file.mdtest.0.141, nil, 0 us, 8390352, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.14/file.mdtest.0.144, nil, 0 us, 8390353, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39372, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.14/file.mdtest.0.147, nil, 0 us, 8390354, 0
2023-09-27 19:54:09 CST, 172.16.1.101:39398, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.14/mdtest_tree.57/file.mdtest.0.570, nil, 0 us, 8390355, 0
