2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0, nil, 0 us, 669, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/dir.mdtest.0.83, nil, 0 us, 4195099, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.84, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/dir.mdtest.0.84, nil, 0 us, 0, 675
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.85, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/dir.mdtest.0.85, nil, 0 us, 0, 675
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/dir.mdtest.0.85, nil, 0 us, 756, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.86, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/dir.mdtest.0.86, nil, 0 us, 0, 675
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/dir.mdtest.0.86, nil, 0 us, 4195100, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.87, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/dir.mdtest.0.87, nil, 0 us, 0, 675
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.88, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/dir.mdtest.0.88, nil, 0 us, 0, 675
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/dir.mdtest.0.88, nil, 0 us, 757, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.89, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/dir.mdtest.0.89, nil, 0 us, 0, 675
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/dir.mdtest.0.89, nil, 0 us, 4195101, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.330, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.330, nil, 0 us, 0, 4195019
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.331, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.331, nil, 0 us, 0, 4195019
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.331, nil, 0 us, 758, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.332, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.332, nil, 0 us, 0, 4195019
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.332, nil, 0 us, 4195102, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.333, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.333, nil, 0 us, 0, 4195019
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.334, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.334, nil, 0 us, 0, 4195019
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.334, nil, 0 us, 759, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.335, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.335, nil, 0 us, 0, 4195019
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.335, nil, 0 us, 4195103, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.336, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.336, nil, 0 us, 0, 4195019
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.337, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.337, nil, 0 us, 0, 4195019
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.337, nil, 0 us, 760, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.338, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.338, nil, 0 us, 0, 4195019
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.338, nil, 0 us, 4195104, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.339, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.33/dir.mdtest.0.339, nil, 0 us, 0, 4195019
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.34/dir.mdtest.0.340, nil, 0 us, 761, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.34/dir.mdtest.0.341, nil, 0 us, 4195105, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.34/dir.mdtest.0.343, nil, 0 us, 762, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.34/dir.mdtest.0.344, nil, 0 us, 4195106, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.34/dir.mdtest.0.346, nil, 0 us, 763, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.34/dir.mdtest.0.347, nil, 0 us, 4195107, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.34/dir.mdtest.0.349, nil, 0 us, 764, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.350, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.350, nil, 0 us, 0, 676
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.350, nil, 0 us, 4195108, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.351, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.351, nil, 0 us, 0, 676
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.352, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.352, nil, 0 us, 0, 676
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.352, nil, 0 us, 765, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.353, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.353, nil, 0 us, 0, 676
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.353, nil, 0 us, 4195109, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.354, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.354, nil, 0 us, 0, 676
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.355, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.355, nil, 0 us, 0, 676
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.355, nil, 0 us, 766, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.356, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.356, nil, 0 us, 0, 676
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.356, nil, 0 us, 4195110, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.357, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.357, nil, 0 us, 0, 676
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.358, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.358, nil, 0 us, 0, 676
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.358, nil, 0 us, 767, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.359, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.359, nil, 0 us, 0, 676
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.35/dir.mdtest.0.359, nil, 0 us, 4195111, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.360, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.360, nil, 0 us, 0, 4195020
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.361, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.361, nil, 0 us, 0, 4195020
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.361, nil, 0 us, 768, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.362, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.362, nil, 0 us, 0, 4195020
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.362, nil, 0 us, 4195112, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.363, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.363, nil, 0 us, 0, 4195020
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.364, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.364, nil, 0 us, 0, 4195020
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.364, nil, 0 us, 769, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.365, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.365, nil, 0 us, 0, 4195020
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.365, nil, 0 us, 4195113, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.366, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.366, nil, 0 us, 0, 4195020
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.367, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.367, nil, 0 us, 0, 4195020
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.367, nil, 0 us, 770, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.368, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.368, nil, 0 us, 0, 4195020
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.368, nil, 0 us, 4195114, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.369, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.1/mdtest_tree.8/mdtest_tree.36/dir.mdtest.0.369, nil, 0 us, 0, 4195020
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/dir.mdtest.0.20, nil, 0 us, 771, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/dir.mdtest.0.21, nil, 0 us, 4195115, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/dir.mdtest.0.23, nil, 0 us, 772, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/dir.mdtest.0.24, nil, 0 us, 4195116, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/dir.mdtest.0.26, nil, 0 us, 773, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/dir.mdtest.0.27, nil, 0 us, 4195117, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/dir.mdtest.0.29, nil, 0 us, 774, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.90, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.90, nil, 0 us, 0, 677
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.90, nil, 0 us, 4195118, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.91, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.91, nil, 0 us, 0, 677
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.92, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.92, nil, 0 us, 0, 677
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.92, nil, 0 us, 775, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.93, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.93, nil, 0 us, 0, 677
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.93, nil, 0 us, 4195119, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.94, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.94, nil, 0 us, 0, 677
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.95, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.95, nil, 0 us, 0, 677
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.95, nil, 0 us, 776, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.96, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.96, nil, 0 us, 0, 677
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.96, nil, 0 us, 4195120, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.97, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.97, nil, 0 us, 0, 677
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.98, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.98, nil, 0 us, 0, 677
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.98, nil, 0 us, 777, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.99, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.99, nil, 0 us, 0, 677
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/dir.mdtest.0.99, nil, 0 us, 4195121, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.370, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.370, nil, 0 us, 0, 4195021
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.371, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.371, nil, 0 us, 0, 4195021
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.371, nil, 0 us, 778, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.372, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.372, nil, 0 us, 0, 4195021
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.372, nil, 0 us, 4195122, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.373, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.373, nil, 1 us, 0, 4195021
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.374, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.374, nil, 0 us, 0, 4195021
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.374, nil, 0 us, 779, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.375, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.375, nil, 0 us, 0, 4195021
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.375, nil, 0 us, 4195123, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.376, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.376, nil, 0 us, 0, 4195021
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.377, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.377, nil, 0 us, 0, 4195021
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.377, nil, 0 us, 780, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.378, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.378, nil, 0 us, 0, 4195021
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.378, nil, 0 us, 4195124, 0
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaDeleteDentry, dir.mdtest.0.379, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.37/dir.mdtest.0.379, nil, 0 us, 0, 4195021
2023-09-27 19:26:22 CST, 172.16.1.103:46824, ltptest, OpMetaUnlinkInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.38/dir.mdtest.0.380, nil, 0 us, 781, 0
